Shimmer_B640_Timestamp_FormattedUnix_CAL,Shimmer_B640_PPG_A13_CAL
yyyy/mm/dd hh:mm:ss.000,mV
51:41.7,1261.538462
51:41.7,1246.153846
51:41.8,1236.630037
51:41.8,1230.03663
51:41.8,1227.106227
51:41.8,1224.908425
51:41.8,1224.175824
51:41.8,1224.175824
51:41.8,1222.710623
51:41.8,1219.78022
51:41.8,1213.186813
51:41.8,1204.395604
51:41.8,1195.604396
51:41.8,1186.080586
51:41.8,1177.289377
51:41.9,1169.96337
51:41.9,1164.102564
51:41.9,1159.70696
51:41.9,1156.776557
51:41.9,1156.043956
51:41.9,1157.509158
51:41.9,1159.70696
51:41.9,1161.904762
51:41.9,1161.172161
51:41.9,1159.70696
51:41.9,1156.043956
51:41.9,1151.648352
51:41.9,1148.717949
51:42.0,1148.717949
51:42.0,1152.380952
51:42.0,1157.509158
51:42.0,1161.904762
51:42.0,1166.300366
51:42.0,1166.300366
51:42.0,1165.567766
51:42.0,1161.904762
51:42.0,1158.974359
51:42.0,1153.846154
51:42.0,1145.054945
51:42.0,1133.333333
51:42.0,1123.076923
51:42.1,1114.285714
51:42.1,1106.227106
51:42.1,1099.6337
51:42.1,1093.772894
51:42.1,1087.912088
51:42.1,1082.051282
51:42.1,1078.388278
51:42.1,1074.725275
51:42.1,1071.794872
51:42.1,1068.131868
51:42.1,1065.934066
51:42.1,1065.201465
51:42.1,1068.131868
51:42.2,1073.260073
51:42.2,1079.120879
51:42.2,1090.10989
51:42.2,1104.761905
51:42.2,1126.739927
51:42.2,1157.509158
51:42.2,1199.267399
51:42.2,1252.014652
51:42.2,1315.750916
51:42.2,1391.208791
51:42.2,1471.794872
51:42.2,1555.311355
51:42.3,1640.29304
51:42.3,1720.879121
51:42.3,1797.069597
51:42.3,1860.07326
51:42.3,1912.087912
51:42.3,1950.18315
51:42.3,1978.021978
51:42.3,1994.871795
51:42.3,2001.465201
51:42.3,1999.267399
51:42.3,1988.278388
51:42.3,1969.96337
51:42.3,1950.18315
51:42.4,1925.274725
51:42.4,1900.3663
51:42.4,1872.527473
51:42.4,1843.223443
51:42.4,1813.186813
51:42.4,1780.952381
51:42.4,1745.054945
51:42.4,1707.692308
51:42.4,1668.864469
51:42.4,1634.432234
51:42.4,1602.197802
51:42.4,1574.358974
51:42.4,1553.113553
51:42.5,1537.728938
51:42.5,1529.67033
51:42.5,1524.542125
51:42.5,1524.542125
51:42.5,1526.007326
51:42.5,1530.40293
51:42.5,1534.065934
51:42.5,1536.996337
51:42.5,1539.194139
51:42.5,1537.728938
51:42.5,1536.996337
51:42.5,1531.135531
51:42.5,1523.809524
51:42.6,1511.355311
51:42.6,1496.703297
51:42.6,1478.388278
51:42.6,1456.410256
51:42.6,1435.164835
51:42.6,1414.652015
51:42.6,1398.534799
51:42.6,1383.150183
51:42.6,1369.96337
51:42.6,1356.043956
51:42.6,1343.589744
51:42.6,1328.937729
51:42.6,1313.553114
51:42.7,1298.901099
51:42.7,1284.981685
51:42.7,1273.992674
51:42.7,1263.003663
51:42.7,1254.945055
51:42.7,1245.421245
51:42.7,1239.56044
51:42.7,1232.967033
51:42.7,1225.641026
51:42.7,1216.849817
51:42.7,1206.593407
51:42.7,1197.802198
51:42.8,1189.74359
51:42.8,1183.882784
51:42.8,1179.487179
51:42.8,1174.358974
51:42.8,1172.161172
51:42.8,1169.230769
51:42.8,1168.498168
51:42.8,1165.567766
51:42.8,1164.835165
51:42.8,1162.637363
51:42.8,1161.172161
51:42.8,1160.43956
51:42.8,1158.974359
51:42.9,1158.241758
51:42.9,1156.776557
51:42.9,1153.846154
51:42.9,1150.915751
51:42.9,1149.450549
51:42.9,1147.252747
51:42.9,1146.520147
51:42.9,1145.054945
51:42.9,1145.054945
51:42.9,1142.857143
51:42.9,1134.065934
51:42.9,1126.007326
51:42.9,1115.750916
51:43.0,1107.692308
51:43.0,1099.6337
51:43.0,1094.505495
51:43.0,1094.505495
51:43.0,1094.505495
51:43.0,1098.901099
51:43.0,1101.831502
51:43.0,1106.227106
51:43.0,1112.087912
51:43.0,1115.018315
51:43.0,1114.285714
51:43.0,1109.89011
51:43.0,1105.494505
51:43.1,1098.901099
51:43.1,1093.040293
51:43.1,1087.179487
51:43.1,1083.516484
51:43.1,1082.783883
51:43.1,1085.714286
51:43.1,1091.575092
51:43.1,1095.970696
51:43.1,1098.901099
51:43.1,1099.6337
51:43.1,1100.3663
51:43.1,1101.098901
51:43.1,1101.098901
51:43.2,1102.564103
51:43.2,1105.494505
51:43.2,1112.087912
51:43.2,1124.542125
51:43.2,1142.124542
51:43.2,1166.300366
51:43.2,1197.802198
51:43.2,1238.095238
51:43.2,1288.644689
51:43.2,1350.915751
51:43.2,1419.78022
51:43.2,1494.505495
51:43.3,1569.96337
51:43.3,1638.827839
51:43.3,1703.296703
51:43.3,1758.241758
51:43.3,1803.663004
51:43.3,1837.362637
51:43.3,1860.805861
51:43.3,1876.923077
51:43.3,1887.179487
51:43.3,1890.842491
51:43.3,1889.377289
51:43.3,1882.051282
51:43.3,1872.527473
51:43.4,1861.538462
51:43.4,1848.351648
51:43.4,1832.234432
51:43.4,1815.384615
51:43.4,1794.871795
51:43.4,1771.428571
51:43.4,1743.589744
51:43.4,1714.285714
51:43.4,1682.783883
51:43.4,1652.747253
51:43.4,1626.373626
51:43.4,1603.663004
51:43.4,1586.080586
51:43.5,1573.626374
51:43.5,1565.567766
51:43.5,1561.172161
51:43.5,1558.974359
51:43.5,1558.974359
51:43.5,1558.974359
51:43.5,1563.369963
51:43.5,1566.300366
51:43.5,1567.032967
51:43.5,1563.369963
51:43.5,1558.974359
51:43.5,1550.18315
51:43.5,1538.461538
51:43.6,1524.542125
51:43.6,1507.692308
51:43.6,1489.377289
51:43.6,1471.794872
51:43.6,1450.549451
51:43.6,1428.571429
51:43.6,1404.395604
51:43.6,1380.952381
51:43.6,1358.241758
51:43.6,1338.461538
51:43.6,1322.344322
51:43.6,1306.959707
51:43.6,1293.772894
51:43.7,1281.318681
51:43.7,1271.794872
51:43.7,1263.003663
51:43.7,1255.677656
51:43.7,1250.549451
51:43.7,1243.956044
51:43.7,1237.362637
51:43.7,1227.106227
51:43.7,1216.849817
51:43.7,1205.128205
51:43.7,1194.871795
51:43.7,1185.347985
51:43.8,1178.021978
51:43.8,1173.626374
51:43.8,1170.695971
51:43.8,1171.428571
51:43.8,1175.091575
51:43.8,1180.952381
51:43.8,1186.813187
51:43.8,1191.941392
51:43.8,1196.336996
51:43.8,1200.732601
51:43.8,1205.860806
51:43.8,1209.52381
51:43.8,1211.721612
51:43.9,1210.989011
51:43.9,1207.326007
51:43.9,1200
51:43.9,1191.941392
51:43.9,1186.080586
51:43.9,1179.487179
51:43.9,1175.091575
51:43.9,1169.230769
51:43.9,1161.172161
51:43.9,1153.113553
51:43.9,1142.124542
51:43.9,1131.135531
51:43.9,1120.14652
51:44.0,1111.355311
51:44.0,1101.831502
51:44.0,1096.703297
51:44.0,1093.772894
51:44.0,1091.575092
51:44.0,1091.575092
51:44.0,1091.575092
51:44.0,1093.040293
51:44.0,1095.238095
51:44.0,1095.970696
51:44.0,1095.970696
51:44.0,1094.505495
51:44.0,1093.040293
51:44.1,1090.842491
51:44.1,1089.377289
51:44.1,1088.644689
51:44.1,1089.377289
51:44.1,1087.912088
51:44.1,1088.644689
51:44.1,1090.10989
51:44.1,1091.575092
51:44.1,1092.307692
51:44.1,1091.575092
51:44.1,1091.575092
51:44.1,1091.575092
51:44.1,1094.505495
51:44.2,1096.703297
51:44.2,1099.6337
51:44.2,1104.029304
51:44.2,1107.692308
51:44.2,1112.820513
51:44.2,1112.820513
51:44.2,1113.553114
51:44.2,1112.087912
51:44.2,1111.355311
51:44.2,1112.087912
51:44.2,1114.285714
51:44.2,1123.076923
51:44.3,1139.194139
51:44.3,1161.172161
51:44.3,1191.941392
51:44.3,1233.699634
51:44.3,1284.249084
51:44.3,1344.322344
51:44.3,1407.326007
51:44.3,1472.527473
51:44.3,1534.798535
51:44.3,1587.545788
51:44.3,1632.234432
51:44.3,1666.666667
51:44.3,1690.10989
51:44.4,1708.424908
51:44.4,1720.14652
51:44.4,1723.809524
51:44.4,1725.274725
51:44.4,1721.611722
51:44.4,1718.681319
51:44.4,1715.018315
51:44.4,1709.157509
51:44.4,1701.098901
51:44.4,1695.238095
51:44.4,1687.179487
51:44.4,1678.388278
51:44.4,1667.399267
51:44.5,1652.747253
51:44.5,1634.432234
51:44.5,1613.919414
51:44.5,1589.74359
51:44.5,1567.032967
51:44.5,1543.589744
51:44.5,1523.076923
51:44.5,1507.692308
51:44.5,1494.505495
51:44.5,1487.912088
51:44.5,1488.644689
51:44.5,1492.307692
51:44.5,1497.435897
51:44.6,1499.6337
51:44.6,1499.6337
51:44.6,1500.3663
51:44.6,1496.703297
51:44.6,1492.307692
51:44.6,1485.714286
51:44.6,1473.992674
51:44.6,1458.608059
51:44.6,1439.56044
51:44.6,1419.78022
51:44.6,1396.336996
51:44.6,1374.358974
51:44.6,1354.578755
51:44.7,1333.333333
51:44.7,1315.750916
51:44.7,1298.168498
51:44.7,1283.516484
51:44.7,1268.131868
51:44.7,1254.212454
51:44.7,1241.025641
51:44.7,1230.03663
51:44.7,1219.047619
51:44.7,1210.25641
51:44.7,1201.465201
51:44.7,1193.406593
51:44.8,1189.010989
51:44.8,1185.347985
51:44.8,1182.417582
51:44.8,1179.487179
51:44.8,1178.021978
51:44.8,1177.289377
51:44.8,1180.21978
51:44.8,1185.347985
51:44.8,1189.010989
51:44.8,1191.208791
51:44.8,1189.74359
51:44.8,1186.080586
51:44.8,1180.21978
51:44.9,1174.358974
51:44.9,1169.96337
51:44.9,1167.032967
51:44.9,1167.765568
51:44.9,1169.96337
51:44.9,1169.96337
51:44.9,1169.96337
51:44.9,1169.96337
51:44.9,1169.96337
51:44.9,1167.032967
51:44.9,1161.904762
51:44.9,1157.509158
51:44.9,1153.113553
51:45.0,1150.18315
51:45.0,1145.054945
51:45.0,1141.391941
51:45.0,1139.194139
51:45.0,1136.263736
51:45.0,1134.798535
51:45.0,1131.135531
51:45.0,1130.40293
51:45.0,1129.67033
51:45.0,1128.937729
51:45.0,1128.937729
51:45.0,1128.205128
51:45.0,1128.205128
51:45.1,1128.205128
51:45.1,1127.472527
51:45.1,1127.472527
51:45.1,1128.937729
51:45.1,1134.798535
51:45.1,1143.589744
51:45.1,1153.846154
51:45.1,1161.904762
51:45.1,1168.498168
51:45.1,1169.96337
51:45.1,1171.428571
51:45.1,1171.428571
51:45.1,1170.695971
51:45.2,1166.300366
51:45.2,1161.904762
51:45.2,1158.241758
51:45.2,1154.578755
51:45.2,1150.18315
51:45.2,1147.252747
51:45.2,1146.520147
51:45.2,1147.985348
51:45.2,1148.717949
51:45.2,1147.985348
51:45.2,1146.520147
51:45.2,1145.787546
51:45.3,1143.589744
51:45.3,1145.054945
51:45.3,1145.787546
51:45.3,1151.648352
51:45.3,1157.509158
51:45.3,1165.567766
51:45.3,1177.289377
51:45.3,1194.871795
51:45.3,1220.512821
51:45.3,1253.479853
51:45.3,1292.307692
51:45.3,1336.263736
51:45.3,1384.615385
51:45.4,1432.967033
51:45.4,1480.586081
51:45.4,1526.007326
51:45.4,1562.637363
51:45.4,1594.139194
51:45.4,1616.117216
51:45.4,1632.967033
51:45.4,1641.025641
51:45.4,1643.956044
51:45.4,1642.490842
51:45.4,1636.630037
51:45.4,1626.373626
51:45.4,1611.721612
51:45.5,1592.673993
51:45.5,1575.091575
51:45.5,1555.311355
51:45.5,1536.996337
51:45.5,1518.681319
51:45.5,1501.098901
51:45.5,1483.516484
51:45.5,1464.468864
51:45.5,1446.153846
51:45.5,1430.03663
51:45.5,1415.384615
51:45.5,1407.326007
51:45.5,1402.197802
51:45.6,1400.732601
51:45.6,1401.465201
51:45.6,1403.663004
51:45.6,1405.860806
51:45.6,1405.860806
51:45.6,1402.197802
51:45.6,1394.871795
51:45.6,1386.813187
51:45.6,1378.754579
51:45.6,1372.161172
51:45.6,1368.498168
51:45.6,1363.369963
51:45.6,1360.43956
51:45.7,1354.578755
51:45.7,1348.717949
51:45.7,1341.391941
51:45.7,1332.600733
51:45.7,1323.076923
51:45.7,1311.355311
51:45.7,1302.564103
51:45.7,1290.842491
51:45.7,1279.120879
51:45.7,1269.59707
51:45.7,1258.608059
51:45.7,1251.282051
51:45.8,1243.956044
51:45.8,1238.095238
51:45.8,1234.432234
51:45.8,1229.304029
51:45.8,1224.908425
51:45.8,1220.512821
51:45.8,1216.117216
51:45.8,1212.454212
51:45.8,1207.326007
51:45.8,1203.663004
51:45.8,1200
51:45.8,1197.802198
51:45.8,1194.871795
51:45.9,1193.406593
51:45.9,1192.673993
51:45.9,1192.673993
51:45.9,1191.941392
51:45.9,1189.010989
51:45.9,1186.813187
51:45.9,1183.150183
51:45.9,1178.754579
51:45.9,1175.091575
51:45.9,1174.358974
51:45.9,1172.161172
51:45.9,1169.230769
51:45.9,1167.765568
51:46.0,1164.835165
51:46.0,1164.835165
51:46.0,1164.835165
51:46.0,1164.835165
51:46.0,1165.567766
51:46.0,1169.230769
51:46.0,1175.091575
51:46.0,1179.487179
51:46.0,1182.417582
51:46.0,1184.615385
51:46.0,1185.347985
51:46.0,1186.813187
51:46.0,1186.813187
51:46.1,1188.278388
51:46.1,1186.813187
51:46.1,1189.74359
51:46.1,1193.406593
51:46.1,1197.069597
51:46.1,1199.267399
51:46.1,1199.267399
51:46.1,1199.267399
51:46.1,1197.802198
51:46.1,1193.406593
51:46.1,1187.545788
51:46.1,1180.952381
51:46.1,1175.824176
51:46.2,1173.626374
51:46.2,1173.626374
51:46.2,1173.626374
51:46.2,1173.626374
51:46.2,1172.893773
51:46.2,1171.428571
51:46.2,1169.96337
51:46.2,1170.695971
51:46.2,1170.695971
51:46.2,1174.358974
51:46.2,1176.556777
51:46.2,1178.021978
51:46.3,1180.952381
51:46.3,1182.417582
51:46.3,1183.150183
51:46.3,1182.417582
51:46.3,1180.952381
51:46.3,1180.952381
51:46.3,1182.417582
51:46.3,1189.74359
51:46.3,1200.732601
51:46.3,1216.117216
51:46.3,1238.095238
51:46.3,1265.201465
51:46.3,1301.831502
51:46.4,1343.589744
51:46.4,1390.47619
51:46.4,1438.827839
51:46.4,1486.446886
51:46.4,1531.135531
51:46.4,1572.161172
51:46.4,1608.791209
51:46.4,1636.630037
51:46.4,1659.340659
51:46.4,1674.725275
51:46.4,1687.179487
51:46.4,1693.040293
51:46.4,1698.168498
51:46.5,1703.296703
51:46.5,1706.227106
51:46.5,1706.959707
51:46.5,1705.494505
51:46.5,1702.564103
51:46.5,1694.505495
51:46.5,1679.85348
51:46.5,1661.538462
51:46.5,1638.095238
51:46.5,1612.454212
51:46.5,1586.813187
51:46.5,1564.102564
51:46.5,1542.124542
51:46.6,1523.076923
51:46.6,1508.424908
51:46.6,1495.970696
51:46.6,1486.446886
51:46.6,1478.388278
51:46.6,1471.794872
51:46.6,1466.666667
51:46.6,1460.805861
51:46.6,1453.479853
51:46.6,1446.153846
51:46.6,1435.897436
51:46.6,1426.373626
51:46.6,1417.582418
51:46.7,1410.25641
51:46.7,1405.128205
51:46.7,1399.267399
51:46.7,1392.673993
51:46.7,1383.150183
51:46.7,1375.824176
51:46.7,1367.032967
51:46.7,1359.70696
51:46.7,1351.648352
51:46.7,1345.054945
51:46.7,1342.857143
51:46.7,1339.92674
51:46.8,1336.996337
51:46.8,1331.868132
51:46.8,1327.472527
51:46.8,1323.076923
51:46.8,1319.413919
51:46.8,1314.285714
51:46.8,1309.157509
51:46.8,1304.761905
51:46.8,1300.3663
51:46.8,1295.970696
51:46.8,1292.307692
51:46.8,1289.377289
51:46.8,1284.249084
51:46.9,1279.85348
51:46.9,1274.725275
51:46.9,1269.59707
51:46.9,1263.736264
51:46.9,1257.142857
51:46.9,1249.81685
51:46.9,1241.758242
51:46.9,1235.164835
51:46.9,1231.501832
51:46.9,1230.03663
51:46.9,1229.304029
51:46.9,1228.571429
51:46.9,1227.106227
51:47.0,1225.641026
51:47.0,1226.373626
51:47.0,1227.106227
51:47.0,1227.106227
51:47.0,1227.106227
51:47.0,1227.838828
51:47.0,1225.641026
51:47.0,1223.443223
51:47.0,1216.849817
51:47.0,1205.860806
51:47.0,1197.802198
51:47.0,1188.278388
51:47.0,1181.684982
51:47.1,1175.824176
51:47.1,1171.428571
51:47.1,1168.498168
51:47.1,1166.300366
51:47.1,1165.567766
51:47.1,1164.835165
51:47.1,1169.230769
51:47.1,1174.358974
51:47.1,1180.952381
51:47.1,1185.347985
51:47.1,1186.813187
51:47.1,1188.278388
51:47.1,1191.208791
51:47.2,1197.802198
51:47.2,1205.860806
51:47.2,1213.919414
51:47.2,1221.245421
51:47.2,1224.908425
51:47.2,1225.641026
51:47.2,1224.908425
51:47.2,1224.175824
51:47.2,1221.978022
51:47.2,1219.047619
51:47.2,1215.384615
51:47.2,1213.186813
51:47.3,1210.989011
51:47.3,1210.25641
51:47.3,1210.989011
51:47.3,1213.186813
51:47.3,1215.384615
51:47.3,1219.047619
51:47.3,1222.710623
51:47.3,1226.373626
51:47.3,1231.501832
51:47.3,1232.967033
51:47.3,1232.234432
51:47.3,1231.501832
51:47.3,1229.304029
51:47.4,1227.838828
51:47.4,1224.908425
51:47.4,1224.908425
51:47.4,1228.571429
51:47.4,1235.164835
51:47.4,1249.084249
51:47.4,1268.131868
51:47.4,1291.575092
51:47.4,1321.611722
51:47.4,1355.311355
51:47.4,1394.139194
51:47.4,1434.432234
51:47.4,1477.655678
51:47.5,1520.879121
51:47.5,1561.904762
51:47.5,1599.267399
51:47.5,1630.769231
51:47.5,1657.142857
51:47.5,1679.85348
51:47.5,1695.238095
51:47.5,1704.029304
51:47.5,1705.494505
51:47.5,1701.098901
51:47.5,1693.040293
51:47.5,1680.586081
51:47.5,1668.864469
51:47.6,1654.945055
51:47.6,1640.29304
51:47.6,1624.175824
51:47.6,1605.128205
51:47.6,1589.010989
51:47.6,1572.893773
51:47.6,1558.241758
51:47.6,1543.589744
51:47.6,1534.065934
51:47.6,1523.076923
51:47.6,1516.483516
51:47.6,1513.553114
51:47.6,1512.087912
51:47.7,1508.424908
51:47.7,1506.227106
51:47.7,1505.494505
51:47.7,1507.692308
51:47.7,1508.424908
51:47.7,1509.89011
51:47.7,1509.89011
51:47.7,1508.424908
51:47.7,1507.692308
51:47.7,1506.227106
51:47.7,1502.564103
51:47.7,1497.435897
51:47.8,1489.377289
51:47.8,1479.85348
51:47.8,1467.399267
51:47.8,1452.747253
51:47.8,1436.630037
51:47.8,1419.047619
51:47.8,1401.465201
51:47.8,1386.813187
51:47.8,1372.893773
51:47.8,1361.904762
51:47.8,1352.380952
51:47.8,1344.322344
51:47.8,1336.263736
51:47.9,1327.472527
51:47.9,1321.611722
51:47.9,1316.483516
51:47.9,1310.622711
51:47.9,1306.227106
51:47.9,1301.098901
51:47.9,1297.435897
51:47.9,1295.970696
51:47.9,1291.575092
51:47.9,1287.179487
51:47.9,1283.516484
51:47.9,1279.120879
51:47.9,1276.190476
51:48.0,1273.992674
51:48.0,1272.527473
51:48.0,1270.32967
51:48.0,1266.666667
51:48.0,1261.538462
51:48.0,1259.340659
51:48.0,1254.945055
51:48.0,1253.479853
51:48.0,1249.81685
51:48.0,1246.886447
51:48.0,1243.223443
51:48.0,1235.164835
51:48.0,1225.641026
51:48.1,1219.78022
51:48.1,1213.919414
51:48.1,1210.989011
51:48.1,1209.52381
51:48.1,1211.721612
51:48.1,1219.78022
51:48.1,1230.03663
51:48.1,1238.827839
51:48.1,1245.421245
51:48.1,1251.282051
51:48.1,1252.747253
51:48.1,1251.282051
51:48.1,1247.619048
51:48.2,1241.758242
51:48.2,1234.432234
51:48.2,1224.908425
51:48.2,1218.315018
51:48.2,1211.721612
51:48.2,1204.395604
51:48.2,1201.465201
51:48.2,1199.267399
51:48.2,1196.336996
51:48.2,1194.139194
51:48.2,1193.406593
51:48.2,1194.139194
51:48.3,1196.336996
51:48.3,1199.267399
51:48.3,1201.465201
51:48.3,1205.860806
51:48.3,1209.52381
51:48.3,1213.919414
51:48.3,1216.849817
51:48.3,1219.047619
51:48.3,1221.978022
51:48.3,1224.175824
51:48.3,1225.641026
51:48.3,1229.304029
51:48.3,1230.769231
51:48.4,1230.769231
51:48.4,1230.769231
51:48.4,1230.769231
51:48.4,1231.501832
51:48.4,1230.769231
51:48.4,1228.571429
51:48.4,1226.373626
51:48.4,1223.443223
51:48.4,1222.710623
51:48.4,1224.175824
51:48.4,1227.838828
51:48.4,1233.699634
51:48.4,1241.758242
51:48.5,1252.014652
51:48.5,1266.666667
51:48.5,1283.516484
51:48.5,1304.761905
51:48.5,1328.205128
51:48.5,1353.846154
51:48.5,1383.150183
51:48.5,1412.454212
51:48.5,1444.688645
51:48.5,1479.120879
51:48.5,1517.216117
51:48.5,1555.311355
51:48.5,1592.673993
51:48.6,1627.838828
51:48.6,1653.479853
51:48.6,1673.260073
51:48.6,1684.249084
51:48.6,1689.377289
51:48.6,1690.842491
51:48.6,1684.981685
51:48.6,1673.992674
51:48.6,1661.538462
51:48.6,1646.153846
51:48.6,1628.571429
51:48.6,1608.058608
51:48.6,1588.278388
51:48.7,1567.765568
51:48.7,1546.520147
51:48.7,1526.739927
51:48.7,1509.157509
51:48.7,1493.040293
51:48.7,1479.85348
51:48.7,1471.794872
51:48.7,1466.666667
51:48.7,1464.468864
51:48.7,1463.736264
51:48.7,1463.736264
51:48.7,1468.864469
51:48.8,1475.457875
51:48.8,1479.120879
51:48.8,1480.586081
51:48.8,1481.318681
51:48.8,1479.120879
51:48.8,1479.85348
51:48.8,1479.85348
51:48.8,1479.120879
51:48.8,1476.190476
51:48.8,1471.062271
51:48.8,1467.399267
51:48.8,1465.201465
51:48.8,1463.003663
51:48.9,1461.538462
51:48.9,1458.608059
51:48.9,1452.014652
51:48.9,1443.223443
51:48.9,1432.234432
51:48.9,1420.512821
51:48.9,1408.791209
51:48.9,1396.336996
51:48.9,1383.882784
51:48.9,1367.765568
51:48.9,1353.113553
51:48.9,1337.728938
51:48.9,1320.14652
51:49.0,1301.831502
51:49.0,1284.981685
51:49.0,1268.864469
51:49.0,1257.142857
51:49.0,1249.81685
51:49.0,1243.956044
51:49.0,1240.29304
51:49.0,1238.827839
51:49.0,1238.095238
51:49.0,1240.29304
51:49.0,1243.956044
51:49.0,1247.619048
51:49.0,1252.014652
51:49.1,1256.410256
51:49.1,1259.340659
51:49.1,1261.538462
51:49.1,1265.201465
51:49.1,1265.934066
51:49.1,1264.468864
51:49.1,1263.003663
51:49.1,1261.538462
51:49.1,1260.07326
51:49.1,1257.875458
51:49.1,1256.410256
51:49.1,1253.479853
51:49.1,1253.479853
51:49.2,1254.945055
51:49.2,1254.945055
51:49.2,1257.142857
51:49.2,1258.608059
51:49.2,1258.608059
51:49.2,1257.875458
51:49.2,1254.945055
51:49.2,1254.212454
51:49.2,1252.014652
51:49.2,1249.81685
51:49.2,1247.619048
51:49.2,1246.153846
51:49.3,1245.421245
51:49.3,1243.956044
51:49.3,1241.758242
51:49.3,1239.56044
51:49.3,1235.897436
51:49.3,1232.967033
51:49.3,1230.769231
51:49.3,1227.838828
51:49.3,1226.373626
51:49.3,1222.710623
51:49.3,1222.710623
51:49.3,1228.571429
51:49.3,1236.630037
51:49.4,1246.153846
51:49.4,1254.212454
51:49.4,1261.538462
51:49.4,1265.934066
51:49.4,1268.131868
51:49.4,1266.666667
51:49.4,1265.934066
51:49.4,1263.736264
51:49.4,1260.07326
51:49.4,1256.410256
51:49.4,1251.282051
51:49.4,1246.153846
51:49.4,1241.758242
51:49.5,1240.29304
51:49.5,1244.688645
51:49.5,1254.212454
51:49.5,1269.59707
51:49.5,1293.772894
51:49.5,1324.542125
51:49.5,1364.835165
51:49.5,1409.52381
51:49.5,1456.410256
51:49.5,1506.227106
51:49.5,1553.846154
51:49.5,1599.267399
51:49.5,1641.025641
51:49.6,1678.388278
51:49.6,1710.622711
51:49.6,1739.92674
51:49.6,1762.637363
51:49.6,1776.556777
51:49.6,1785.347985
51:49.6,1787.545788
51:49.6,1783.150183
51:49.6,1774.358974
51:49.6,1761.904762
51:49.6,1746.520147
51:49.6,1730.40293
51:49.7,1710.622711
51:49.7,1691.575092
51:49.7,1669.59707
51:49.7,1646.886447
51:49.7,1626.373626
51:49.7,1607.326007
51:49.7,1591.208791
51:49.7,1578.021978
51:49.7,1571.428571
51:49.7,1567.765568
51:49.7,1567.032967
51:49.7,1567.032967
51:49.7,1567.765568
51:49.8,1568.498168
51:49.8,1570.695971
51:49.8,1573.626374
51:49.8,1577.289377
51:49.8,1578.754579
51:49.8,1580.21978
51:49.8,1579.487179
51:49.8,1572.893773
51:49.8,1564.835165
51:49.8,1553.846154
51:49.8,1542.857143
51:49.8,1531.868132
51:49.8,1520.14652
51:49.9,1507.692308
51:49.9,1495.970696
51:49.9,1479.120879
51:49.9,1461.538462
51:49.9,1443.956044
51:49.9,1425.641026
51:49.9,1409.52381
51:49.9,1393.406593
51:49.9,1381.684982
51:49.9,1374.358974
51:49.9,1369.230769
51:49.9,1361.904762
51:49.9,1356.043956
51:50.0,1350.18315
51:50.0,1343.589744
51:50.0,1336.996337
51:50.0,1328.205128
51:50.0,1318.681319
51:50.0,1307.692308
51:50.0,1295.238095
51:50.0,1287.179487
51:50.0,1282.783883
51:50.0,1280.586081
51:50.0,1279.85348
51:50.0,1280.586081
51:50.0,1280.586081
51:50.1,1282.051282
51:50.1,1279.120879
51:50.1,1276.923077
51:50.1,1275.457875
51:50.1,1275.457875
51:50.1,1275.457875
51:50.1,1274.725275
51:50.1,1271.062271
51:50.1,1265.201465
51:50.1,1260.07326
51:50.1,1254.945055
51:50.1,1249.81685
51:50.1,1246.886447
51:50.2,1244.688645
51:50.2,1246.153846
51:50.2,1251.282051
51:50.2,1257.875458
51:50.2,1263.003663
51:50.2,1266.666667
51:50.2,1266.666667
51:50.2,1262.271062
51:50.2,1255.677656
51:50.2,1250.549451
51:50.2,1246.153846
51:50.2,1245.421245
51:50.3,1243.956044
51:50.3,1240.29304
51:50.3,1240.29304
51:50.3,1242.490842
51:50.3,1243.223443
51:50.3,1242.490842
51:50.3,1240.29304
51:50.3,1236.630037
51:50.3,1234.432234
51:50.3,1233.699634
51:50.3,1235.164835
51:50.3,1239.56044
51:50.3,1242.490842
51:50.4,1245.421245
51:50.4,1246.886447
51:50.4,1247.619048
51:50.4,1249.084249
51:50.4,1249.084249
51:50.4,1246.886447
51:50.4,1242.490842
51:50.4,1237.362637
51:50.4,1231.501832
51:50.4,1225.641026
51:50.4,1224.175824
51:50.4,1224.175824
51:50.4,1222.710623
51:50.5,1224.175824
51:50.5,1227.106227
51:50.5,1232.967033
51:50.5,1241.758242
51:50.5,1256.410256
51:50.5,1278.388278
51:50.5,1305.494505
51:50.5,1340.659341
51:50.5,1383.882784
51:50.5,1433.699634
51:50.5,1490.10989
51:50.5,1549.450549
51:50.5,1610.989011
51:50.6,1670.32967
51:50.6,1727.472527
51:50.6,1780.21978
51:50.6,1826.373626
51:50.6,1863.736264
51:50.6,1894.505495
51:50.6,1917.216117
51:50.6,1931.868132
51:50.6,1939.92674
51:50.6,1942.124542
51:50.6,1937.728938
51:50.6,1931.868132
51:50.6,1923.076923
51:50.7,1907.692308
51:50.7,1889.377289
51:50.7,1868.864469
51:50.7,1846.153846
51:50.7,1823.443223
51:50.7,1799.267399
51:50.7,1773.626374
51:50.7,1750.18315
51:50.7,1728.205128
51:50.7,1710.622711
51:50.7,1695.970696
51:50.7,1684.981685
51:50.8,1678.388278
51:50.8,1674.725275
51:50.8,1675.457875
51:50.8,1678.388278
51:50.8,1682.783883
51:50.8,1687.912088
51:50.8,1693.040293
